frame,frame,x,y,r,particle,neighbours
13,13,447.5,388.5,50.7,53,"[28, 63, 41, 86, 120, 35]"
13,13,601.5,220.5,60.2,136,"[49, 47, 60, 48, 63, 55]"
13,13,413.5,282.5,59.1,41,"[53, 63, 86, 45, 43, 60]"
13,13,625.5,328.5,51.9,48,"[28, 51, 63, 38, 136, 55]"
13,13,1035.5,195.5,44.6,68,"[127, 67, 114]"
13,13,290.5,511.5,60.2,54,"[21, 22, 120, 18, 31, 23]"
13,13,1026.5,415.5,44.8,39,"[12, 7, 8]"
13,13,876.5,191.5,45.6,52,"[37, 50, 127, 72, 67]"
13,13,269.5,782.5,49.0,74,"[156, 97]"
13,13,745.5,764.5,59.1,44,"[89, 91, 42, 19]"
13,13,894.5,681.5,59.1,56,"[98, 75, 13, 91, 154]"
13,13,766.5,180.5,48.1,37,"[72, 47, 55, 50, 52]"
13,13,697.5,259.5,59.0,55,"[38, 48, 136, 50, 37]"
13,13,1018.5,590.5,44.4,108,"[154, 7, 8]"
13,13,924.5,589.5,50.3,154,"[56, 13, 108, 7]"
13,13,835.5,97.5,62.4,72,"[37, 52, 67]"
13,13,938.5,124.5,51.9,67,"[72, 114, 52, 127, 68]"
13,13,386.5,173.5,59.1,43,"[45, 41, 60, 40, 5]"
13,13,836.5,776.5,51.4,91,"[98, 19, 56, 44]"
13,13,758.5,508.5,53.5,65,"[51, 87, 13, 149]"
13,13,498.5,201.5,56.9,60,"[41, 63, 43, 49, 40, 136]"
13,13,524.5,307.5,61.3,63,"[48, 28, 53, 41, 60, 136]"
14,14,930.5,505.5,48.9,7,"[154, 8, 12, 149, 171, 13]"
14,14,840.5,95.5,58.0,100,"[67, 37]"
14,14,288.5,415.5,56.9,170,"[61, 21, 86, 175, 54]"
14,14,1035.5,96.5,50.1,114,"[67, 68]"
14,14,726.5,359.5,58.0,38,"[51, 158, 50, 1, 48]"
14,14,1005.5,777.5,46.9,75,"[56, 98]"
14,14,829.5,769.5,43.6,91,"[56, 66, 98, 19, 44]"
14,14,909.5,308.5,44.6,10,"[12, 1, 50, 127]"
14,14,545.5,761.5,46.9,138,"[64, 46, 93, 42]"
14,14,1009.5,419.5,50.3,171,"[8, 12, 7]"
14,14,335.5,344.5,52.4,86,"[170, 61, 175, 53, 41, 45]"
14,14,494.5,201.5,59.1,60,"[41, 63, 49, 40, 136, 43]"
14,14,841.5,475.5,44.6,149,"[12, 7, 13, 177, 1]"
14,14,1018.5,501.5,49.1,8,"[154, 7, 171]"
14,14,334.5,609.5,45.8,31,"[156, 18, 54, 23, 69, 25]"
14,14,519.5,306.5,58.0,63,"[28, 53, 41, 60, 136, 48]"
14,14,688.5,673.5,52.2,89,"[87, 64, 66, 42, 44]"
14,14,585.5,852.5,41.1,93,"[42, 138]"
14,14,795.5,864.5,62.4,19,"[91, 44]"
14,14,191.5,522.5,52.2,174,"[18, 54, 21]"
14,14,182.5,435.5,46.4,21,"[61, 170, 54, 174]"
14,14,402.5,694.5,50.2,25,"[69, 31, 156, 46, 97]"
14,14,583.5,512.5,59.1,29,"[129, 35, 28, 87, 51]"
14,14,367.5,437.5,46.8,175,"[170, 86, 35, 23, 54, 53]"
14,14,552.5,415.5,62.4,28,"[29, 35, 51, 53, 63, 48]"
14,14,921.5,775.5,45.7,98,"[56, 75, 91]"
14,14,191.5,98.5,62.4,83,"[34, 178]"
14,14,381.5,531.5,46.9,23,"[35, 69, 175, 54, 31]"
14,14,921.5,591.5,48.8,154,"[8, 56, 7, 13]"
14,14,360.5,782.5,49.0,97,"[25, 46, 74, 156]"
14,14,313.5,693.5,60.2,156,"[18, 74, 31, 25, 97]"
14,14,580.5,678.5,61.3,64,"[87, 89, 129, 42, 138]"
14,14,840.5,566.5,47.9,13,"[177, 149, 7, 154, 66, 56]"
14,14,414.5,281.5,60.2,41,"[53, 63, 86, 60, 45, 43]"
14,14,624.5,329.5,51.9,48,"[136, 63, 28, 38, 158, 51]"
14,14,745.5,773.5,52.1,44,"[42, 89, 91, 66, 19]"
14,14,761.5,519.5,55.8,177,"[87, 66, 51, 13, 149]"
14,14,1036.5,193.5,43.6,68,"[67, 114, 127]"
14,14,207.5,334.5,52.3,61,"[34, 21, 170, 86, 45]"
14,14,449.5,784.5,43.8,46,"[25, 138, 97]"
14,14,278.5,154.5,59.1,178,"[43, 45, 34, 83]"
14,14,447.5,388.5,50.8,53,"[28, 63, 41, 175, 35, 86]"
14,14,790.5,649.5,59.0,66,"[89, 87, 177, 56, 91, 13, 44]"
14,14,646.5,118.5,60.2,47,"[37, 158, 49, 136]"
14,14,307.5,255.5,50.1,45,"[41, 86, 61, 34, 43, 178]"
14,14,801.5,275.5,56.8,50,"[38, 158, 1, 10, 37]"
14,14,672.5,452.5,58.0,51,"[177, 87, 38, 29, 28, 48]"
14,14,440.5,612.5,60.2,69,"[35, 23, 129, 31, 25]"
14,14,639.5,775.5,53.6,42,"[89, 64, 93, 44, 138]"
14,14,435.5,87.5,53.5,40,"[49, 60, 43]"
14,14,536.5,97.5,62.4,49,"[60, 40, 47, 136]"
14,14,956.5,232.5,46.8,127,"[67, 68, 10]"
14,14,390.5,174.5,60.2,43,"[60, 40, 41, 45, 178]"
14,14,825.5,376.5,62.4,1,"[38, 50, 10, 12, 149]"
14,14,270.5,782.5,49.2,74,"[156, 97]"
14,14,770.5,174.5,43.3,37,"[158, 50, 47, 100]"
14,14,288.5,514.5,49.0,54,"[175, 23, 170, 174, 18, 21, 31]"
14,14,194.5,228.5,62.4,34,"[83, 61, 45, 178]"
14,14,705.5,251.5,59.1,158,"[38, 50, 37, 47, 136, 48]"
14,14,601.5,222.5,62.4,136,"[60, 63, 158, 47, 49, 48]"
14,14,536.5,597.5,49.2,129,"[69, 64, 35, 87, 29]"
14,14,232.5,616.5,56.9,18,"[174, 156, 54, 31]"
14,14,480.5,497.5,57.9,35,"[69, 23, 175, 129, 29, 28, 53]"
14,14,898.5,686.5,53.5,56,"[91, 66, 154, 75, 13, 98]"
14,14,922.5,405.5,62.4,12,"[7, 149, 171, 10, 1]"
14,14,667.5,573.5,59.1,87,"[89, 64, 66, 177, 51, 129, 29]"
14,14,943.5,116.5,53.6,67,"[114, 68, 100, 127]"
15,15,235.5,609.5,49.0,18,"[174, 31, 54]"
15,15,1015.5,499.5,51.3,8,"[154, 116, 12, 39, 108]"
15,15,922.5,404.5,61.3,12,"[149, 116, 8, 39, 1]"
15,15,726.5,354.5,62.4,38,"[51, 1, 48, 50, 158]"
15,15,269.5,788.5,44.6,74,[97]
15,15,921.5,500.5,45.7,116,"[8, 154, 13, 149, 12]"
15,15,842.5,568.5,39.7,13,"[154, 116, 149, 177]"
15,15,834.5,96.5,48.8,72,"[67, 52, 37]"
15,15,1017.5,592.5,44.6,108,"[8, 154, 57]"
15,15,390.5,171.5,55.7,43,"[60, 41, 178, 94, 45, 40]"
15,15,958.5,236.5,48.1,127,"[67, 68, 52]"
15,15,429.5,81.5,45.5,40,"[60, 49, 43, 94]"
15,15,334.5,607.5,45.7,31,"[18, 54, 25, 69, 23]"
15,15,688.5,673.5,52.3,89,"[42, 44, 87]"
15,15,824.5,376.5,62.4,1,"[12, 149, 50, 38]"
15,15,187.5,531.5,42.7,174,"[18, 54, 21]"
15,15,180.5,435.5,47.7,21,"[61, 54, 174]"
15,15,379.5,530.5,45.7,23,"[35, 69, 120, 31, 54]"
15,15,400.5,692.5,62.4,25,"[46, 97, 31, 69]"
15,15,343.5,80.5,44.8,94,"[178, 43, 40]"
15,15,555.5,413.5,62.4,28,"[48, 51, 35, 53, 29, 63]"
15,15,921.5,775.5,45.7,98,"[57, 75, 62]"
15,15,583.5,512.5,59.0,29,"[28, 35, 87, 51, 129]"
15,15,358.5,442.5,51.3,120,"[35, 53, 54, 23]"
15,15,840.5,479.5,47.9,149,"[13, 116, 12, 177, 1]"
15,15,359.5,782.5,49.0,97,"[46, 74, 25]"
15,15,876.5,190.5,45.6,52,"[67, 72, 127, 50, 37]"
15,15,597.5,225.5,62.4,58,"[49, 47, 60, 63, 48, 158]"
15,15,1025.5,107.5,47.9,14,"[67, 68]"
15,15,668.5,575.5,59.1,87,"[29, 51, 177, 89, 129]"
15,15,1001.5,686.5,52.1,57,"[98, 75, 154, 108]"
15,15,942.5,117.5,54.7,67,"[14, 68, 72, 52, 127]"
15,15,837.5,785.5,43.5,62,"[98, 44]"
15,15,639.5,775.5,53.3,42,"[44, 89]"
15,15,304.5,255.5,47.9,45,"[178, 126, 61, 41, 43]"
15,15,769.5,174.5,43.5,37,"[72, 47, 52, 50, 158]"
15,15,802.5,275.5,55.8,50,"[52, 37, 1, 38, 158]"
15,15,439.5,611.5,60.2,69,"[25, 31, 23, 35, 129]"
15,15,538.5,96.5,49.0,49,"[47, 58, 60, 40]"
15,15,288.5,512.5,50.1,54,"[174, 18, 31, 21, 120, 23]"
15,15,450.5,784.5,43.3,46,"[97, 25]"
15,15,624.5,328.5,51.9,48,"[28, 51, 38, 63, 58, 158]"
15,15,672.5,451.5,57.9,51,"[28, 48, 87, 29, 177, 38]"
15,15,215.5,334.5,54.7,61,"[126, 21, 45]"
15,15,281.5,159.5,62.4,178,"[126, 94, 45, 43]"
15,15,444.5,394.5,56.9,53,"[28, 35, 120, 41, 63]"
15,15,1026.5,414.5,43.6,39,"[8, 12]"
15,15,534.5,597.5,39.7,129,"[87, 69, 29, 35]"
15,15,744.5,764.5,59.1,44,"[62, 42, 89]"
15,15,704.5,253.5,59.1,158,"[37, 50, 38, 58, 47, 48]"
15,15,192.5,222.5,53.2,126,"[178, 45, 61]"
15,15,760.5,520.5,54.7,177,"[13, 149, 87, 51]"
15,15,519.5,305.5,49.0,63,"[58, 48, 60, 41, 28, 53]"
15,15,644.5,125.5,56.9,47,"[49, 58, 37, 158]"
15,15,1035.5,194.5,43.6,68,"[67, 14, 127]"
15,15,411.5,283.5,52.9,41,"[53, 45, 43, 60, 63]"
15,15,479.5,494.5,60.2,35,"[28, 53, 29, 120, 23, 69, 129]"
15,15,1005.5,777.5,46.8,75,"[98, 57]"
15,15,922.5,589.5,50.3,154,"[8, 116, 13, 57, 108]"
15,15,497.5,201.5,56.9,60,"[58, 49, 43, 41, 63, 40]"
16,16,584.5,508.5,62.4,29,"[87, 51, 129, 28, 35]"
16,16,533.5,597.5,40.0,129,"[87, 69, 29, 35]"
16,16,1009.5,503.5,50.3,8,"[12, 39, 108, 154, 116]"
16,16,921.5,500.5,45.7,116,"[8, 154, 13, 149, 12]"
16,16,744.5,760.5,62.4,44,"[62, 66, 89, 19, 42]"
16,16,924.5,404.5,59.1,12,"[39, 1, 149, 8, 116]"
16,16,232.5,616.5,56.9,18,"[186, 22, 54, 31, 156]"
16,16,540.5,761.5,44.4,138,"[93, 46, 42]"
16,16,826.5,377.5,62.4,1,"[50, 12, 149, 38]"
16,16,690.5,677.5,48.9,89,"[87, 66, 44, 42]"
16,16,624.5,323.5,55.7,48,"[136, 158, 38, 63, 28, 51]"
16,16,360.5,777.5,53.4,97,"[46, 25, 156, 74]"
16,16,958.5,233.5,49.0,127,"[67, 68]"
16,16,335.5,607.5,45.9,31,"[54, 18, 25, 156, 69]"
16,16,356.5,437.5,54.7,120,"[54, 53, 35]"
16,16,793.5,863.5,50.8,19,"[62, 44]"
16,16,591.5,857.5,54.3,93,"[138, 42]"
16,16,398.5,699.5,55.7,25,"[46, 156, 31, 97, 69]"
16,16,307.5,699.5,51.2,156,"[25, 31, 18, 186, 74, 97]"
16,16,180.5,530.5,47.4,22,"[18, 54]"
16,16,194.5,226.5,62.4,34,"[83, 61, 45, 5]"
16,16,548.5,406.5,62.4,28,"[29, 51, 53, 63, 35, 48]"
16,16,921.5,781.5,41.6,98,"[62, 75]"
16,16,195.5,723.5,60.2,186,"[18, 156, 74]"
16,16,840.5,478.5,46.9,149,"[1, 12, 177, 13, 116]"
16,16,726.5,357.5,59.0,38,"[51, 1, 158, 50, 48]"
16,16,929.5,592.5,43.5,154,"[66, 108, 8, 13, 116]"
16,16,190.5,92.5,59.0,83,"[34, 5]"
16,16,1033.5,96.5,50.1,114,"[67, 68]"
16,16,598.5,222.5,61.3,136,"[158, 188, 49, 48, 63, 60]"
16,16,446.5,392.5,54.7,53,"[41, 120, 63, 28, 35]"
16,16,215.5,334.5,54.7,61,"[34, 45]"
16,16,497.5,201.5,56.9,60,"[136, 49, 63, 40, 43, 41]"
16,16,480.5,496.5,57.9,35,"[120, 69, 53, 129, 29, 28]"
16,16,668.5,575.5,60.2,87,"[89, 66, 177, 51, 129, 29]"
16,16,1025.5,414.5,44.4,39,"[12, 8]"
16,16,1034.5,194.5,44.5,68,"[67, 114, 127]"
16,16,646.5,114.5,56.8,188,"[49, 37, 136]"
16,16,793.5,647.5,61.3,66,"[89, 87, 62, 177, 44, 154, 13]"
16,16,802.5,274.5,55.7,50,"[1, 158, 37, 38]"
16,16,672.5,451.5,57.9,51,"[177, 87, 29, 28, 38, 48]"
16,16,837.5,785.5,43.5,62,"[98, 66, 19, 44]"
16,16,450.5,784.5,43.3,46,"[138, 25, 97]"
16,16,287.5,159.5,56.9,5,"[34, 83, 45, 43]"
16,16,755.5,515.5,60.2,177,"[87, 51, 66, 149, 13]"
16,16,440.5,613.5,60.2,69,"[25, 129, 31, 35]"
16,16,537.5,96.5,48.9,49,"[188, 40, 136, 60]"
16,16,633.5,771.5,60.2,42,"[93, 44, 138, 89]"
16,16,386.5,173.5,59.0,43,"[45, 41, 5, 40, 60]"
16,16,269.5,789.5,44.6,74,"[186, 156, 97]"
16,16,433.5,83.5,49.0,40,"[49, 43, 60]"
16,16,1013.5,592.5,41.2,108,"[154, 8]"
16,16,845.5,569.5,43.6,13,"[154, 66, 177, 149, 116]"
16,16,707.5,248.5,56.9,158,"[37, 50, 136, 38, 48]"
16,16,833.5,99.5,51.1,72,"[67, 37]"
16,16,1004.5,778.5,46.2,75,[98]
16,16,517.5,300.5,52.5,63,"[53, 28, 41, 48, 136, 60]"
16,16,941.5,124.5,61.3,67,"[114, 68, 127, 72]"
16,16,290.5,511.5,60.1,54,"[31, 120, 22, 18]"
16,16,769.5,175.5,42.4,37,"[158, 50, 72, 188]"
16,16,307.5,256.5,50.3,45,"[61, 41, 34, 43, 5]"
16,16,411.5,283.5,59.1,41,"[45, 53, 43, 63, 60]"
17,17,196.5,717.5,54.7,186,"[18, 156]"
17,17,540.5,767.5,40.2,138,"[46, 93, 64, 42]"
17,17,1021.5,414.5,41.4,39,"[8, 12]"
17,17,358.5,787.5,44.4,189,"[156, 46, 25]"
17,17,1038.5,96.5,45.9,114,[67]
17,17,870.5,194.5,51.2,52,"[100, 67, 37, 50]"
17,17,921.5,590.5,50.3,154,"[8, 66, 116, 190]"
17,17,933.5,404.5,55.7,12,"[149, 1, 116, 39, 8]"
17,17,1008.5,504.5,51.3,8,"[39, 154, 116, 12]"
17,17,724.5,359.5,57.9,38,"[158, 48, 50, 51, 1]"
17,17,833.5,563.5,43.5,190,"[66, 154, 116, 149, 177]"
17,17,334.5,606.5,46.8,31,"[156, 18, 25, 69, 23, 54]"
17,17,193.5,100.5,62.4,83,[178]
17,17,839.5,91.5,55.7,100,"[67, 52, 37]"
17,17,354.5,439.5,55.8,120,"[86, 53, 35, 23, 54]"
17,17,789.5,857.5,45.2,19,"[91, 44]"
17,17,187.5,435.5,43.3,21,"[22, 61, 54]"
17,17,180.5,530.5,47.4,22,"[18, 21, 54]"
17,17,840.5,474.5,43.6,149,"[1, 177, 116, 190, 12]"
17,17,379.5,530.5,45.8,23,"[120, 35, 31, 69, 54]"
17,17,305.5,695.5,49.9,156,"[18, 186, 189, 25, 31]"
17,17,401.5,705.5,50.3,25,"[156, 189, 46, 69, 31]"
17,17,685.5,670.5,55.7,89,"[64, 87, 44, 42, 66]"
17,17,584.5,509.5,61.3,29,"[129, 87, 35, 28, 51]"
17,17,919.5,501.5,45.7,116,"[8, 154, 190, 149, 12]"
17,17,551.5,409.5,59.1,28,"[63, 48, 53, 35, 29, 51]"
17,17,534.5,597.5,39.7,129,"[64, 87, 29, 69, 35]"
17,17,592.5,866.5,59.0,93,"[138, 42]"
17,17,288.5,514.5,49.0,54,"[23, 120, 21, 22, 31, 18]"
17,17,1004.5,779.5,45.7,75,[]
17,17,645.5,113.5,55.7,188,"[49, 158, 136, 37]"
17,17,213.5,336.5,56.8,61,"[86, 45, 21]"
17,17,670.5,451.5,56.8,51,"[29, 87, 177, 38, 48, 28]"
17,17,446.5,392.5,54.7,53,"[63, 28, 35, 120, 86, 41]"
17,17,668.5,575.5,60.2,87,"[64, 89, 129, 29, 51, 177, 66]"
17,17,305.5,255.5,48.9,45,"[86, 61, 178, 43, 41]"
17,17,801.5,275.5,55.8,50,"[38, 158, 1, 37, 52]"
17,17,537.5,95.5,49.0,49,"[40, 188, 60, 136]"
17,17,411.5,282.5,59.0,41,"[60, 63, 43, 53, 86, 45]"
17,17,450.5,785.5,44.0,46,"[189, 138, 25]"
17,17,790.5,650.5,60.1,66,"[91, 44, 154, 89, 87, 177, 190]"
17,17,389.5,173.5,60.2,43,"[178, 40, 60, 45, 41]"
17,17,520.5,306.5,49.0,63,"[28, 48, 53, 136, 60, 41]"
17,17,434.5,82.5,50.2,40,"[49, 60, 43]"
17,17,746.5,760.5,62.4,44,"[91, 19, 42, 89, 66]"
17,17,835.5,776.5,51.2,91,"[19, 44, 66]"
17,17,825.5,377.5,62.4,1,"[38, 50, 149, 12]"
17,17,281.5,155.5,52.0,178,"[83, 45, 43]"
17,17,626.5,332.5,55.7,48,"[28, 63, 158, 38, 51, 136]"
17,17,600.5,220.5,60.2,136,"[158, 48, 63, 60, 188, 49]"
17,17,755.5,513.5,50.0,177,"[51, 87, 149, 66, 190]"
17,17,494.5,197.5,52.2,60,"[40, 49, 43, 136, 63, 41]"
17,17,943.5,120.5,56.6,67,"[114, 100, 52]"
17,17,478.5,495.5,59.1,35,"[129, 69, 29, 28, 53, 120, 23]"
17,17,336.5,344.5,53.6,86,"[61, 45, 120, 53, 41]"
17,17,635.5,776.5,54.7,42,"[44, 89, 64, 138, 93]"
17,17,231.5,617.5,57.9,18,"[186, 22, 156, 31, 54]"
17,17,770.5,176.5,41.3,37,"[52, 100, 188, 158, 50]"
17,17,440.5,613.5,60.2,69,"[25, 31, 129, 35, 23]"
17,17,584.5,672.5,53.6,64,"[138, 87, 89, 42, 129]"
17,17,705.5,247.5,55.7,158,"[38, 48, 50, 136, 188, 37]"
18,18,868.5,194.5,41.3,52,"[72, 37, 67, 127, 50]"
18,18,822.5,381.5,57.9,1,"[149, 198, 177, 50, 38]"
18,18,280.5,413.5,49.2,170,"[61, 21, 54, 175, 86]"
18,18,927.5,597.5,44.6,154,"[205, 13, 57, 108, 8, 116]"
18,18,333.5,343.5,51.3,86,"[170, 175, 61, 45, 41, 53]"
18,18,191.5,223.5,53.8,126,"[61, 178, 45]"
18,18,705.5,247.5,55.8,158,"[48, 58, 50, 37, 38, 188]"
18,18,269.5,790.5,45.7,74,"[97, 186, 156]"
18,18,743.5,763.5,60.2,44,"[91, 66, 42, 19]"
18,18,844.5,568.5,43.5,13,"[205, 66, 154, 177, 149, 116]"
18,18,234.5,616.5,54.4,18,"[186, 54, 31, 156]"
18,18,1014.5,417.5,47.9,171,"[8, 198, 116]"
18,18,584.5,513.5,57.9,29,"[87, 51, 129, 28, 35]"
18,18,359.5,781.5,50.1,97,"[74, 46, 156, 25]"
18,18,921.5,406.5,62.4,198,"[171, 149, 1, 116]"
18,18,839.5,477.5,45.7,149,"[1, 198, 177, 13, 116]"
18,18,723.5,359.5,57.9,38,"[50, 1, 48, 51, 158]"
18,18,791.5,862.5,49.4,19,"[91, 44]"
18,18,589.5,853.5,51.3,200,"[138, 42]"
18,18,185.5,435.5,44.6,21,"[61, 170, 54]"
18,18,309.5,689.5,59.1,156,"[186, 18, 31, 74, 97, 25]"
18,18,919.5,498.5,47.6,116,"[149, 13, 154, 8, 198, 171]"
18,18,409.5,706.5,55.6,25,"[156, 97, 69, 202, 31, 46]"
18,18,377.5,530.5,47.0,23,"[69, 31, 35, 175, 54]"
18,18,389.5,173.5,60.2,43,"[178, 60, 41, 45]"
18,18,363.5,438.5,44.4,175,"[54, 170, 86, 53, 35, 23]"
18,18,493.5,683.5,47.7,202,"[129, 138, 46, 69, 25]"
18,18,199.5,718.5,53.4,186,"[18, 156, 74]"
18,18,333.5,605.5,46.7,31,"[54, 18, 156, 23, 69, 25]"
18,18,596.5,225.5,62.4,58,"[188, 60, 63, 48, 158]"
18,18,281.5,161.5,62.4,178,"[43, 45, 126]"
18,18,834.5,776.5,51.2,91,"[66, 205, 19, 44]"
18,18,941.5,118.5,54.7,67,"[127, 68, 52, 72]"
18,18,667.5,575.5,59.1,87,"[129, 66, 177, 51, 29]"
18,18,534.5,91.5,59.1,49,"[188, 60]"
18,18,309.5,255.5,52.5,45,"[178, 43, 41, 86, 126, 61]"
18,18,1000.5,685.5,51.4,57,"[205, 75, 154, 108]"
18,18,431.5,614.5,52.3,69,"[35, 129, 202, 23, 31, 25]"
18,18,496.5,198.5,59.1,60,"[58, 63, 41, 43, 49]"
18,18,1031.5,193.5,45.7,68,"[127, 67]"
18,18,214.5,335.5,55.5,61,"[126, 21, 170, 86, 45]"
18,18,645.5,114.5,55.7,188,"[58, 49, 37, 158]"
18,18,449.5,784.5,43.3,46,"[138, 202, 97, 25]"
18,18,785.5,644.5,53.3,66,"[205, 13, 91, 44, 87, 177]"
18,18,637.5,777.5,53.5,42,"[138, 200, 44]"
18,18,411.5,282.5,59.1,41,"[60, 63, 43, 45, 86, 53]"
18,18,476.5,500.5,54.6,35,"[29, 129, 28, 53, 175, 69, 23]"
18,18,446.5,388.5,50.8,53,"[35, 175, 28, 86, 41, 63]"
18,18,528.5,597.5,43.6,129,"[87, 202, 29, 35, 69]"
18,18,524.5,307.5,62.4,63,"[60, 58, 41, 48, 28, 53]"
18,18,833.5,99.5,50.7,72,"[37, 52, 67]"
18,18,547.5,410.5,62.4,28,"[29, 51, 35, 48, 63, 53]"
18,18,540.5,765.5,41.6,138,"[200, 46, 42, 202]"
18,18,289.5,514.5,48.8,54,"[170, 175, 31, 18, 21, 23]"
18,18,881.5,676.5,53.5,205,"[66, 13, 57, 91, 154]"
18,18,768.5,174.5,43.5,37,"[188, 72, 52, 50, 158]"
18,18,1014.5,499.5,51.3,8,"[171, 108, 154, 116]"
18,18,670.5,452.5,56.9,51,"[177, 87, 29, 28, 48, 38]"
18,18,1015.5,591.5,44.6,108,"[154, 57, 8]"
18,18,1004.5,778.5,45.7,75,[57]
18,18,952.5,231.5,45.7,127,"[68, 67, 52]"
18,18,795.5,280.5,62.4,50,"[52, 37, 1, 38, 158]"
18,18,757.5,512.5,62.4,177,"[87, 51, 1, 149, 13, 66]"
18,18,624.5,328.5,50.8,48,"[28, 63, 58, 51, 38, 158]"
19,19,919.5,500.5,45.7,116,"[198, 149, 8, 154, 39, 190]"
19,19,836.5,476.5,43.6,149,"[190, 177, 1, 198, 116]"
19,19,193.5,223.5,52.1,126,"[178, 83, 45, 61]"
19,19,1018.5,501.5,46.7,8,"[108, 39, 154, 116]"
19,19,685.5,671.5,54.7,89,"[44, 66, 42, 87]"
19,19,550.5,411.5,59.1,28,"[63, 48, 53, 35, 29, 51]"
19,19,906.5,309.5,43.6,207,"[1, 50, 127, 210, 198]"
19,19,333.5,607.5,45.9,31,"[54, 25, 69, 23, 156]"
19,19,743.5,764.5,59.0,44,"[62, 66, 89, 42]"
19,19,953.5,232.5,47.0,127,"[207, 210, 68, 14]"
19,19,919.5,405.5,62.4,198,"[1, 149, 207, 210, 39, 116]"
19,19,269.5,790.5,45.7,74,"[189, 186, 156]"
19,19,923.5,593.5,40.1,154,"[108, 8, 190, 116]"
19,19,583.5,508.5,62.4,29,"[87, 129, 35, 28, 51]"
19,19,197.5,719.5,55.8,186,"[156, 74]"
19,19,492.5,685.5,45.7,202,"[129, 46, 25, 69]"
19,19,725.5,353.5,62.4,38,"[1, 51, 48, 158, 50]"
19,19,823.5,376.5,62.4,1,"[207, 50, 149, 198, 38]"
19,19,589.5,853.5,51.2,200,[42]
19,19,340.5,80.5,45.7,94,"[178, 83, 43, 40]"
19,19,385.5,526.5,53.6,23,"[31, 69, 54, 120, 35]"
19,19,186.5,531.5,43.8,174,[54]
19,19,310.5,697.5,47.7,156,"[25, 31, 186, 74, 189]"
19,19,537.5,601.5,44.6,129,"[202, 69, 87, 29, 35]"
19,19,194.5,96.5,60.2,83,"[178, 94, 126]"
19,19,920.5,776.5,45.5,98,"[62, 75]"
19,19,358.5,445.5,49.9,120,"[86, 53, 23, 54, 35, 170]"
19,19,357.5,786.5,44.8,189,"[25, 46, 74, 156]"
19,19,835.5,566.5,49.0,190,"[154, 66, 177, 149, 116]"
19,19,283.5,413.5,51.2,170,"[120, 54, 86, 61]"
19,19,830.5,105.5,56.9,72,[37]
19,19,405.5,697.5,45.5,25,"[31, 69, 189, 46, 156, 202]"
19,19,1003.5,780.5,45.5,75,[98]
19,19,494.5,198.5,58.0,60,"[63, 41, 58, 49, 40, 43]"
19,19,410.5,282.5,53.2,41,"[63, 53, 86, 60, 45, 43]"
19,19,443.5,391.5,54.7,53,"[63, 41, 86, 28, 120, 35]"
19,19,667.5,576.5,59.1,87,"[129, 89, 29, 66, 177, 51]"
19,19,836.5,785.5,43.5,62,"[98, 44]"
19,19,636.5,776.5,53.5,42,"[200, 44, 89]"
19,19,388.5,175.5,52.1,43,"[60, 41, 40, 45, 178, 94]"
19,19,785.5,645.5,54.7,66,"[44, 89, 190, 177, 87]"
19,19,478.5,500.5,54.7,35,"[28, 29, 129, 53, 23, 69, 120]"
19,19,439.5,612.5,60.2,69,"[25, 31, 23, 202, 129, 35]"
19,19,449.5,785.5,43.2,46,"[189, 25, 202]"
19,19,517.5,304.5,49.1,63,"[53, 41, 58, 48, 60, 28]"
19,19,1001.5,309.5,54.7,210,"[39, 68, 127, 207, 198]"
19,19,534.5,95.5,62.4,49,"[47, 58, 60, 40]"
19,19,670.5,451.5,57.9,51,"[28, 48, 29, 87, 177, 38]"
19,19,291.5,507.5,55.8,54,"[31, 174, 23, 120, 170]"
19,19,433.5,81.5,49.8,40,"[49, 60, 43, 94]"
19,19,596.5,221.5,60.2,58,"[63, 48, 158, 47, 60, 49]"
19,19,280.5,159.5,62.4,178,"[83, 94, 126, 45, 43]"
19,19,1023.5,108.5,49.0,14,"[127, 68]"
19,19,708.5,253.5,62.4,158,"[58, 47, 48, 37, 50, 38]"
19,19,646.5,120.5,62.4,47,"[158, 58, 49, 37]"
19,19,309.5,258.5,53.5,45,"[86, 41, 126, 178, 43, 61]"
19,19,797.5,275.5,58.0,50,"[207, 1, 158, 37, 38]"
19,19,754.5,515.5,60.2,177,"[190, 66, 149, 87, 51]"
19,19,768.5,175.5,42.4,37,"[72, 47, 158, 50]"
19,19,1023.5,415.5,44.6,39,"[210, 8, 198, 116]"
19,19,1015.5,592.5,43.5,108,"[154, 8]"
19,19,1032.5,195.5,44.6,68,"[210, 127, 14]"
19,19,333.5,345.5,51.3,86,"[53, 41, 45, 120, 170, 61]"
19,19,208.5,333.5,51.2,61,"[126, 45, 86, 170]"
19,19,623.5,329.5,59.1,48,"[63, 58, 158, 28, 51, 38]"
20,20,281.5,154.5,52.3,178,"[94, 83, 126, 43, 45]"
20,20,1014.5,499.5,50.2,8,"[108, 39, 116]"
20,20,921.5,592.5,39.9,154,"[57, 108, 205, 116, 190]"
20,20,1014.5,594.5,44.4,108,"[8, 57, 154, 116]"
20,20,282.5,412.5,50.3,170,"[54, 21, 61, 86, 175]"
20,20,533.5,596.5,40.0,129,"[202, 69, 35, 29, 87]"
